Optimal_Cost,Week_1,Week_2,Week_3,Week_4
228673.10098078163,3297.0,736.0,3062.0,8169.0
228886.67228895854,8230.0,3493.0,7223.0,1713.0
233319.87567009046,2707.0,338.0,9157.0,3425.0
228508.65561323057,3318.0,9431.0,1818.0,4407.0
232008.0269402618,8993.0,4458.0,9655.0,6295.0
232432.2982561981,6045.0,5174.0,9495.0,5810.0
232881.98733034576,7102.0,9633.0,7732.0,7497.0
227326.08304097652,7279.0,1119.0,3965.0,2089.0
232587.06188906744,9878.0,10076.0,6126.0,9702.0
232162.77296238465,643.0,8863.0,1441.0,7965.0
230265.41454764103,3712.0,284.0,1026.0,9070.0
234098.23950187335,7510.0,6389.0,752.0,974.0
230793.62672919696,5209.0,4661.0,9125.0,8090.0
229950.35564523205,3488.0,568.0,3061.0,5870.0
234830.5673772657,4267.0,9290.0,8619.0,5346.0
223978.86684196178,6299.0,7463.0,1379.0,7353.0
233093.05674295707,7671.0,5043.0,10009.0,5317.0
234118.17230549132,1309.0,4285.0,1261.0,1704.0
230623.91764754624,7773.0,7674.0,3936.0,5874.0
235496.1118914614,4481.0,9932.0,6652.0,77.0
229306.74643715474,7485.0,6972.0,7481.0,1784.0
233878.87353452996,5908.0,366.0,1761.0,2263.0
231411.64424136162,6447.0,1219.0,1178.0,3991.0
228714.08842803884,3573.0,3432.0,4229.0,8648.0
230770.2009646032,8135.0,2562.0,412.0,4652.0
228699.73717139792,7853.0,5925.0,746.0,9055.0
232215.19626198764,2710.0,6955.0,6075.0,2798.0
230412.7664814597,10046.0,2346.0,6816.0,5902.0
234058.67609234076,2239.0,9935.0,633.0,3799.0
224732.60596113294,5957.0,1834.0,4543.0,5901.0
230680.0900094921,3558.0,3824.0,8285.0,6685.0
229956.97615462416,5600.0,8223.0,3186.0,8846.0
234772.7522020279,4381.0,9388.0,9022.0,5821.0
234582.5134224356,6546.0,9764.0,9520.0,8178.0
231748.58316012626,10012.0,2334.0,7896.0,5037.0
229150.5844185057,4111.0,4465.0,3220.0,6637.0
232312.65662622967,579.0,336.0,4323.0,2151.0
225823.84320182688,5986.0,7365.0,1424.0,4892.0
223529.06333783196,7543.0,1907.0,3009.0,9538.0
230527.06864772338,3446.0,4056.0,2741.0,5001.0
226644.140460749,9895.0,1054.0,6867.0,3734.0
230606.26553051165,5951.0,2064.0,6535.0,5222.0
234377.46424755562,7611.0,1563.0,2541.0,207.0
232268.40286190147,711.0,5468.0,7013.0,16.0
234877.5474267068,557.0,9933.0,1336.0,5629.0
228754.00341078694,4138.0,6139.0,83.0,8653.0
233472.1991219617,5552.0,7437.0,10182.0,5743.0
231133.44550923,5842.0,8355.0,4804.0,6287.0
226786.13532328294,1108.0,5530.0,3502.0,2752.0
232275.44512511304,6579.0,5639.0,6889.0,3022.0
229350.2655783701,878.0,711.0,269.0,4089.0
232521.41503533922,6376.0,2335.0,5204.0,336.0
229463.06001266677,9755.0,5670.0,9194.0,1371.0
229514.16966000214,619.0,767.0,2906.0,6245.0
231689.95449016974,8198.0,8427.0,2866.0,5931.0
229580.35479067263,7327.0,6533.0,4063.0,6595.0
230824.6333233318,8011.0,6317.0,9247.0,8054.0
230365.15055413535,8042.0,5577.0,8506.0,7806.0
230754.14481822142,8746.0,3462.0,9050.0,9294.0
232285.93174295683,4431.0,7112.0,8789.0,5214.0
232900.65123369845,4238.0,9305.0,6756.0,6080.0
224035.02971500365,10264.0,6188.0,1579.0,7032.0
231602.60150705095,3662.0,6894.0,9801.0,9902.0
233993.6965499427,3288.0,8704.0,437.0,2812.0
229211.13342632298,4226.0,7370.0,2751.0,8854.0
231757.3243124376,7813.0,9554.0,4596.0,7993.0
226167.69502957733,1312.0,8711.0,2350.0,6652.0
232745.12158090484,7122.0,6310.0,3398.0,152.0
236837.76660463898,1755.0,644.0,10263.0,2744.0
231068.49626534033,9864.0,4190.0,4885.0,4288.0
228535.4709483099,10054.0,438.0,4482.0,9429.0
234972.25208718362,7627.0,8186.0,8299.0,2284.0
228731.37031568625,190.0,6965.0,2691.0,7921.0
229951.9115901563,7733.0,8264.0,5805.0,9256.0
233595.81700553946,4047.0,1060.0,7386.0,470.0
228691.2930362957,3234.0,474.0,5377.0,7991.0
233756.56330058505,4253.0,3230.0,7981.0,344.0
233101.7068354639,8503.0,8317.0,7554.0,4829.0
226931.05899551415,1542.0,4509.0,8291.0,4355.0
235634.2067217879,3924.0,10079.0,3045.0,3445.0
231177.78097276753,9059.0,9656.0,751.0,6843.0
229019.38375017102,4269.0,6961.0,2474.0,8287.0
225971.45107331398,3198.0,6388.0,1762.0,4187.0
233945.65312327605,7434.0,7819.0,8645.0,3115.0
234343.15694822898,7515.0,10319.0,7345.0,6816.0
233639.02004403513,1468.0,5330.0,154.0,2779.0
232592.92826392505,9475.0,2882.0,4266.0,605.0
223695.63051584814,7082.0,2117.0,1352.0,8817.0
231747.00278883704,9220.0,8583.0,7710.0,8408.0
227647.06427734424,1664.0,5848.0,6388.0,3112.0
228864.30868962526,4527.0,6815.0,5441.0,9982.0
228882.3823039191,2283.0,2460.0,4684.0,8625.0
230359.10270249905,6993.0,7461.0,2597.0,9188.0
230728.07647324548,109.0,7505.0,1185.0,10015.0
228211.55801380842,4079.0,7883.0,2137.0,1958.0
232724.3981788147,6521.0,10144.0,2082.0,8548.0
231448.61885588217,9694.0,2291.0,7645.0,5455.0
232173.6043687331,9748.0,7206.0,7813.0,4562.0
233453.19048349737,670.0,9740.0,6184.0,3621.0
223975.44083934897,3472.0,3781.0,1947.0,6426.0
230138.4358947041,5868.0,2279.0,3631.0,5975.0
231574.94721027833,6657.0,9446.0,5031.0,7293.0
232990.60018222363,2421.0,7386.0,7960.0,3705.0
231655.0145597783,8214.0,7544.0,9412.0,8076.0
230180.0833068272,9267.0,4103.0,548.0,5233.0
228635.9120700936,4970.0,3129.0,314.0,8185.0
225831.9065052384,1573.0,3354.0,6151.0,3725.0
232814.20105024966,2826.0,4947.0,8981.0,4532.0
233156.88051279707,4419.0,3741.0,9383.0,4659.0
229575.23877140545,3004.0,5059.0,7781.0,9453.0
233779.62697006008,4709.0,7325.0,9661.0,4504.0
224311.42383296436,1041.0,5621.0,7554.0,7371.0
232272.0893526365,2527.0,2981.0,3861.0,2743.0
232246.29614456304,7464.0,9777.0,2774.0,7522.0
230085.37836460516,4094.0,3482.0,385.0,5508.0
230761.65197905494,3702.0,6923.0,9334.0,1294.0
233778.53528426393,233.0,8900.0,1539.0,5152.0
236142.0834451172,5776.0,8885.0,7967.0,3739.0
233182.04935811766,4429.0,9445.0,6257.0,5003.0
223783.98689972112,8782.0,7349.0,1051.0,9340.0
236926.4290935649,8788.0,8555.0,10027.0,2422.0
230930.83614381772,2687.0,7967.0,7066.0,7648.0
227104.95572133004,9201.0,1334.0,3377.0,2853.0
231547.37284766915,4091.0,10055.0,201.0,8250.0
230456.0351248286,4810.0,987.0,852.0,3144.0
230066.79271910017,8644.0,2793.0,9567.0,1632.0
228623.64908769922,3218.0,663.0,624.0,6821.0
230798.43709618077,6976.0,3109.0,5920.0,4659.0
233829.55005610615,1402.0,1601.0,8101.0,636.0
231888.17525765524,4100.0,2426.0,6528.0,3191.0
228833.70374494643,5628.0,6455.0,205.0,8181.0
228539.42100832166,2138.0,4809.0,5702.0,9480.0
229847.86808961807,217.0,1977.0,1817.0,9952.0
231656.76205338087,4269.0,378.0,3211.0,3944.0
229265.33739344616,8131.0,5060.0,9083.0,1155.0
227371.58219683668,4561.0,2805.0,3012.0,1524.0
234637.71005757016,727.0,7538.0,7091.0,1278.0
234135.5992894695,594.0,9890.0,1816.0,8583.0
231651.22287917984,7844.0,3482.0,8640.0,6094.0
231555.25647435847,3490.0,9458.0,4130.0,8909.0
228628.31856310563,6578.0,3826.0,5375.0,7856.0
229943.05685671084,5137.0,739.0,4040.0,5788.0
233775.43955525485,4774.0,8068.0,6940.0,2174.0
231867.47930303137,871.0,7140.0,3305.0,3061.0
232872.99806252585,5023.0,3047.0,9084.0,4791.0
233560.0118138976,5281.0,4688.0,9502.0,4176.0
225935.1630256738,4245.0,5531.0,1878.0,4076.0
230519.27692000658,6440.0,4049.0,6366.0,4842.0
233639.2271137973,1163.0,1605.0,1325.0,2496.0
233461.68323411574,7379.0,4241.0,1570.0,117.0
228899.7414193205,1855.0,8818.0,3988.0,3586.0
231339.9947787109,8917.0,687.0,3634.0,3968.0
232823.77648408283,9386.0,9473.0,4918.0,5976.0
228742.4420370649,5227.0,599.0,2148.0,8487.0
232463.20577009858,6178.0,3454.0,5398.0,545.0
224933.42632084186,3898.0,1957.0,6721.0,8002.0
224546.29613840088,1720.0,8184.0,3452.0,8305.0
223883.59650613015,5990.0,6678.0,1875.0,8393.0
234480.71874325295,1938.0,8160.0,8290.0,1575.0
232491.96286728946,10304.0,3505.0,5214.0,2172.0
229816.18661083872,3815.0,4020.0,3681.0,9500.0
229930.69242016724,8936.0,141.0,7416.0,6979.0
226047.4841196893,1825.0,9698.0,3351.0,10167.0
225420.1847863512,5925.0,8622.0,1667.0,10060.0
233552.7373042887,1536.0,888.0,2446.0,3062.0
236303.9354742498,793.0,1676.0,8886.0,2091.0
229190.81652735235,6494.0,773.0,4109.0,6535.0
234073.23582579874,6087.0,3060.0,8392.0,617.0
232088.91073239173,3945.0,3225.0,2683.0,2986.0
231848.22289747672,7314.0,3235.0,8350.0,5271.0
230836.67281055174,6573.0,3048.0,8342.0,6552.0
229925.33518593185,1195.0,1586.0,4176.0,5821.0
231227.06103664028,2738.0,8912.0,4092.0,9635.0
223548.32672127415,8740.0,1379.0,6498.0,8665.0
233938.86557477762,2037.0,8448.0,2369.0,2439.0
229964.02886916822,10247.0,3637.0,7966.0,9488.0
230577.7600083153,7800.0,3705.0,7677.0,6287.0
228939.5791339304,9969.0,2401.0,3009.0,8271.0
232577.77280364078,3451.0,9045.0,7792.0,7689.0
233074.234944221,6935.0,10235.0,6724.0,8952.0
234550.19814755415,6436.0,9521.0,3977.0,642.0
230661.4326044053,6714.0,9492.0,905.0,8181.0
230666.98805589447,4299.0,9006.0,7034.0,1930.0
232676.19845338163,872.0,4090.0,1774.0,362.0
233599.40094077357,4203.0,5370.0,7501.0,2051.0
232760.75996571025,9064.0,7379.0,4923.0,263.0
230492.22014659588,8221.0,3068.0,3303.0,5057.0
234573.95319100007,6994.0,6611.0,649.0,1814.0
232687.9294234082,2329.0,7239.0,5825.0,865.0
230435.89831646366,8324.0,36.0,3731.0,4875.0
229634.95427132366,1003.0,1403.0,4211.0,6412.0
231761.57784702265,5208.0,9551.0,4095.0,7335.0
226629.97868165278,7419.0,1078.0,3497.0,2872.0
236789.52753559026,7516.0,10186.0,9724.0,5699.0
226381.17776250534,1097.0,4518.0,4948.0,3113.0
