Optimal_Cost,Week_1,Week_2,Week_3,Week_4
315101.7481811236,3373.0,4620.0,3268.0,1919.0
314468.6135679232,818.0,5119.0,4463.0,505.0
314643.8139532389,2493.0,2558.0,5055.0,429.0
318837.43240436865,791.0,595.0,632.0,5018.0
317383.4826841578,928.0,5011.0,3714.0,4707.0
314275.4252861453,4330.0,3014.0,277.0,5032.0
313674.58226008917,4828.0,1965.0,5014.0,2725.0
315027.907009597,1691.0,6.0,5031.0,957.0
315354.2689648414,3195.0,5015.0,3669.0,2837.0
314544.9623343601,2261.0,3866.0,2995.0,3060.0
312790.59129449725,2862.0,1826.0,302.0,1336.0
316046.0620426088,3597.0,2623.0,417.0,1041.0
314896.2708708738,1703.0,2676.0,2263.0,1633.0
315750.25208270195,3336.0,797.0,3031.0,3919.0
316207.2927459057,1739.0,1784.0,1851.0,2190.0
312844.44335089764,3501.0,487.0,3181.0,880.0
314409.59420789,116.0,3493.0,4402.0,4767.0
313235.24284481315,4245.0,789.0,52.0,4253.0
313924.0335995797,2205.0,3456.0,3807.0,3866.0
313009.9478390404,2909.0,2612.0,4063.0,3115.0
315702.91565335344,1313.0,988.0,3649.0,2183.0
313911.31143182365,3027.0,3669.0,175.0,392.0
314171.5332883885,4842.0,541.0,2603.0,2698.0
316052.06226264546,3308.0,1738.0,1616.0,1626.0
315836.09937465016,1595.0,625.0,3196.0,3539.0
318210.1929539732,809.0,890.0,746.0,5111.0
312933.3397325782,3396.0,2136.0,3401.0,2615.0
316372.6559847914,3588.0,4644.0,3172.0,458.0
313434.75455015607,2486.0,3213.0,2682.0,2716.0
316392.19556516677,838.0,3653.0,4531.0,1204.0
315012.938555231,4615.0,154.0,3232.0,4095.0
312772.8434396891,950.0,988.0,3941.0,3124.0
315610.0802979226,5004.0,5003.0,2582.0,1867.0
313128.1702113959,1821.0,315.0,1787.0,3585.0
315717.6581257721,1082.0,484.0,2911.0,4689.0
313409.9879142194,2842.0,2407.0,4024.0,1637.0
314347.10766236094,3296.0,2160.0,2797.0,2638.0
316554.1853197913,3659.0,4783.0,117.0,4201.0
315860.36020578514,538.0,4225.0,4443.0,4447.0
313868.25424138136,2426.0,214.0,3147.0,4092.0
317424.872660697,1703.0,4787.0,1649.0,1087.0
313133.3812333192,2455.0,729.0,3192.0,300.0
314793.01354989107,2006.0,4348.0,2625.0,2058.0
315673.1974390127,2331.0,3629.0,2529.0,425.0
316083.436009945,4601.0,3417.0,689.0,5145.0
314054.67256939755,216.0,4267.0,2085.0,510.0
314888.4326998099,3566.0,1786.0,1897.0,2216.0
313331.2634983404,4783.0,139.0,1538.0,1516.0
314246.33064921544,2524.0,4206.0,4687.0,5048.0
313000.7440270074,2980.0,2703.0,4431.0,2386.0
313663.2627123298,2201.0,1927.0,4093.0,3066.0
314095.1963212808,2026.0,3459.0,4136.0,4946.0
314191.33250155963,2530.0,3424.0,2068.0,1112.0
315206.11151682027,921.0,4455.0,2873.0,4443.0
313485.3299190726,3825.0,2208.0,3511.0,1460.0
313048.4600199559,792.0,1512.0,1019.0,4983.0
314661.6468823058,3812.0,4136.0,2345.0,3428.0
313189.8962449012,1420.0,2771.0,1180.0,481.0
315444.831885346,2595.0,2147.0,972.0,3496.0
313193.78905666445,3846.0,2326.0,2686.0,2894.0
314468.3055266192,4752.0,2410.0,224.0,4208.0
319098.25837092067,881.0,66.0,4422.0,759.0
315087.77170827583,2962.0,5001.0,4112.0,4665.0
318724.08300711954,3395.0,7501.0,3052.0,9769.0
321582.22198377986,9796.0,4938.0,8544.0,11132.0
319189.0121653763,12832.0,7369.0,6405.0,6313.0
327048.91476504283,3950.0,10317.0,10180.0,2226.0
328386.95740195125,2319.0,10940.0,10168.0,9867.0
322887.6864040088,10079.0,7322.0,9532.0,2136.0
314461.7300486453,6170.0,3804.0,5341.0,8371.0
318643.6208114458,5000.0,2355.0,8464.0,3064.0
325136.87495002616,5246.0,12127.0,7212.0,4229.0
314392.1865850814,6881.0,3608.0,1508.0,4119.0
320489.86179327755,75.0,6449.0,2956.0,11843.0
315199.77286407625,6605.0,4604.0,5010.0,1157.0
324556.0065765306,9913.0,12725.0,773.0,5935.0
319892.644299722,4341.0,2602.0,7275.0,12012.0
325573.3472805031,4926.0,7962.0,10599.0,9581.0
324550.81851425656,8786.0,9154.0,7718.0,4810.0
313071.35158471885,1182.0,1864.0,763.0,2277.0
314139.95431800897,12274.0,1518.0,5997.0,9209.0
316003.1563305344,12851.0,4391.0,1910.0,1549.0
316241.1258479676,3598.0,5581.0,2788.0,159.0
323321.0838684348,6706.0,11254.0,4877.0,11034.0
322265.85480674694,3576.0,12178.0,2199.0,7130.0
320878.5996713641,12239.0,2751.0,10281.0,10183.0
318227.6352665557,7040.0,2332.0,8759.0,9171.0
317696.89699799794,9283.0,7417.0,3913.0,2069.0
326586.2456138865,11587.0,7911.0,12739.0,7722.0
325671.3242033219,6855.0,8319.0,11602.0,7545.0
319153.54328631796,9083.0,8507.0,2219.0,9621.0
327398.0256757869,12462.0,12068.0,9531.0,3701.0
327526.21063343773,7189.0,12510.0,9158.0,2333.0
319809.1799292447,11306.0,7595.0,6219.0,6014.0
317252.1857947855,6368.0,5733.0,3951.0,2734.0
322599.24399211106,1195.0,11517.0,5992.0,6200.0
329308.65440386656,6020.0,11921.0,8094.0,12426.0
321732.83702779905,2732.0,1477.0,10995.0,11434.0
319032.28017974616,12115.0,5830.0,7319.0,5393.0
321123.27256209945,6761.0,957.0,8532.0,11371.0
320710.32005481,4623.0,6645.0,8869.0,1193.0
319845.95801708236,7401.0,1966.0,11471.0,8624.0
316437.39803871245,7991.0,2987.0,1817.0,57.0
318952.17560409894,12146.0,619.0,8620.0,7449.0
317127.2140087192,3373.0,6121.0,4563.0,9888.0
328468.83926254197,940.0,11366.0,8117.0,10316.0
326990.89057517593,4467.0,11907.0,7642.0,4086.0
317004.33192013984,11754.0,2397.0,8034.0,5776.0
323824.59747201076,4026.0,10723.0,2625.0,12147.0
319338.57062412705,12793.0,6490.0,5211.0,12578.0
324072.6088179464,4891.0,11269.0,5283.0,349.0
320107.2373271596,4140.0,2612.0,11020.0,3120.0
322222.2423182008,3811.0,5170.0,9056.0,12293.0
314898.2136340211,8135.0,4359.0,1843.0,9241.0
322161.58313527325,6908.0,1102.0,10363.0,5.0
316127.9683418167,1869.0,850.0,4955.0,5970.0
328662.87391983776,10166.0,10209.0,10834.0,3424.0
317413.2551324661,5117.0,3531.0,7606.0,1611.0
315340.3475954433,10745.0,4440.0,873.0,2617.0
322809.67595233954,7506.0,6254.0,10527.0,1089.0
313942.5395627091,10453.0,856.0,4870.0,4559.0
320091.1399551502,3788.0,2698.0,10592.0,5310.0
314999.95913096186,9371.0,2767.0,2721.0,310.0
323128.91402945266,1854.0,11388.0,1954.0,6115.0
321180.3586282788,6186.0,3127.0,9998.0,317.0
320924.0136787585,2714.0,2686.0,11737.0,4225.0
317698.5613091425,11858.0,5806.0,6449.0,2861.0
324793.1263279847,6423.0,6902.0,10226.0,401.0
325089.8596811445,11579.0,9472.0,7754.0,10819.0
321921.15651251585,10619.0,2387.0,12728.0,1948.0
314770.2023608729,11849.0,4513.0,2713.0,6630.0
321602.92000788834,7044.0,6863.0,7028.0,10740.0
318031.47087950545,5458.0,7603.0,1298.0,5231.0
315397.7039963603,10814.0,4795.0,3853.0,1598.0
318162.86533401476,2954.0,6099.0,5909.0,940.0
314273.38362726965,12263.0,2520.0,720.0,7980.0
327314.1748768792,2882.0,10350.0,8537.0,9291.0
315852.02663838904,7298.0,2201.0,2948.0,11899.0
318608.2497473006,10598.0,6087.0,4111.0,12305.0
317623.8716861501,2176.0,2999.0,7931.0,8862.0
316730.13944862847,12086.0,3920.0,464.0,2236.0
327132.5206965704,10858.0,10091.0,7366.0,12063.0
320343.4120207571,7879.0,9962.0,3403.0,2775.0
329429.2397933549,12665.0,12797.0,11090.0,7670.0
313231.5203058502,11675.0,2169.0,4031.0,2082.0
315032.0904978239,9625.0,4724.0,3686.0,5805.0
323703.7562318353,9319.0,5661.0,11351.0,9867.0
324022.2053828995,3798.0,7927.0,10040.0,6894.0
319524.4400176164,173.0,2084.0,9296.0,5968.0
331474.7485054758,6239.0,12657.0,12524.0,3916.0
313089.54169071116,10552.0,1135.0,1247.0,921.0
317052.98119957733,9275.0,6716.0,2708.0,9487.0
323223.2737483703,1987.0,973.0,9452.0,11426.0
323715.7486008224,1481.0,11761.0,3088.0,10847.0
321419.47254011885,3986.0,4680.0,11185.0,1095.0
319963.4094200053,4809.0,9917.0,637.0,93.0
319252.1595389582,3101.0,6976.0,4170.0,11606.0
318595.9822342041,900.0,7136.0,4494.0,4943.0
327491.61966421735,8647.0,8158.0,11822.0,10595.0
315200.78987304156,7321.0,642.0,4461.0,9008.0
325858.203612773,3242.0,8200.0,11588.0,8866.0
324251.427106458,4437.0,9295.0,9370.0,1122.0
330299.0102020222,11422.0,11600.0,12290.0,5250.0
323165.65489946876,4766.0,6242.0,10945.0,2325.0
322461.5345893058,767.0,3283.0,11660.0,6242.0
327011.3221659003,9685.0,12448.0,8645.0,2866.0
320945.1992359683,10494.0,258.0,7518.0,11444.0
322997.72078612074,9696.0,10733.0,6939.0,7727.0
322470.04280215374,10578.0,10590.0,6392.0,7360.0
332110.2541683089,9615.0,12524.0,10378.0,12170.0
321382.01012252277,9727.0,7215.0,7827.0,3817.0
325285.5397700519,9902.0,165.0,12837.0,11830.0
313630.5447087957,9780.0,1031.0,2250.0,6544.0
314867.74902720476,2305.0,4291.0,2935.0,3036.0
325557.27879645815,8174.0,10704.0,8362.0,3429.0
316533.82979599177,3743.0,3819.0,460.0,4185.0
320194.70555781556,7850.0,9057.0,5647.0,2254.0
320078.8194160072,2796.0,9899.0,2851.0,7286.0
317950.85931325686,2805.0,718.0,6067.0,1839.0
316879.5754531537,2327.0,188.0,4330.0,12405.0
322024.6923711772,6784.0,5389.0,10838.0,7439.0
318754.2500229245,432.0,6824.0,2142.0,9013.0
313740.82777296286,2262.0,2811.0,1134.0,2830.0
323817.20470416883,4686.0,11080.0,6964.0,1623.0
322714.694681737,6525.0,796.0,11914.0,5886.0
322296.7138751747,1561.0,5587.0,11325.0,2000.0
321790.84795759525,4997.0,10328.0,1082.0,9839.0
315160.64859734644,5234.0,4933.0,3289.0,7687.0
315047.9852605953,7194.0,2960.0,3244.0,10547.0
312612.35370868933,5763.0,2171.0,2859.0,8074.0
315470.2856377482,3580.0,1330.0,6913.0,7359.0
321331.4351883931,11282.0,405.0,10536.0,8461.0
314885.69621795847,8076.0,473.0,4831.0,3417.0
321769.8224441784,7349.0,9447.0,139.0,7468.0
323093.1791387429,11323.0,10903.0,6132.0,6472.0
316149.0157248357,4659.0,1058.0,1389.0,1541.0
326340.7902564019,13718.0,18238.0,3500.0,3925.0
339580.62028987746,20531.0,7198.0,22992.0,4294.0
313789.0163413711,15267.0,2771.0,5625.0,1400.0
348818.3402313883,2982.0,20944.0,15189.0,23512.0
326946.0376217357,5558.0,128.0,14667.0,6913.0
314798.3016145396,1250.0,4187.0,4804.0,4079.0
354475.9150425198,17468.0,23483.0,25708.0,1000.0
338248.29551529704,7103.0,20815.0,5853.0,24407.0
356818.88070420554,1955.0,19990.0,25123.0,20122.0
326338.8401721662,10849.0,3790.0,7835.0,25326.0
340542.8641835326,18304.0,19376.0,14355.0,11911.0
336687.98716856993,11209.0,8510.0,16136.0,12902.0
351223.1748906316,20419.0,21704.0,21285.0,9928.0
342112.8126287849,3983.0,12543.0,17555.0,17151.0
340861.46304662933,10968.0,3252.0,22291.0,19641.0
321471.9946060735,4484.0,5507.0,2261.0,21683.0
319840.2629219026,7297.0,6255.0,5699.0,12302.0
322647.2711505666,17433.0,11241.0,4388.0,9735.0
331504.4696810672,4529.0,10735.0,12207.0,11975.0
331683.4697013318,17023.0,12412.0,13098.0,7644.0
346910.6751518542,7349.0,10562.0,21408.0,20358.0
351781.4514163687,22628.0,15567.0,22608.0,16412.0
344869.90070351365,19818.0,11082.0,20672.0,16221.0
325596.9632565879,20334.0,1846.0,14202.0,11131.0
332728.72218206146,1738.0,19647.0,1101.0,17803.0
349566.90741012164,16724.0,22511.0,20724.0,5998.0
347361.03882380656,15315.0,24300.0,16792.0,12121.0
339322.848499472,5876.0,6849.0,16349.0,25495.0
331780.6215446059,6792.0,16177.0,9591.0,2909.0
349738.4054143448,2629.0,17071.0,25543.0,9680.0
353793.76462279714,15252.0,17975.0,25539.0,16309.0
325367.5311433446,3051.0,4371.0,7791.0,23631.0
347602.2870164876,22320.0,17457.0,21043.0,8611.0
338799.0138429211,5661.0,20427.0,14746.0,9093.0
334098.374739977,21730.0,16774.0,1778.0,23005.0
344951.39928082173,21029.0,11782.0,20199.0,11002.0
330885.61417758744,21584.0,15799.0,8089.0,6290.0
327676.53505135654,13628.0,6861.0,3461.0,24641.0
347683.0323540986,6660.0,18677.0,20710.0,2804.0
339054.8748469302,7468.0,5085.0,22481.0,10656.0
326892.19349511457,7414.0,11983.0,6940.0,857.0
332536.3112153518,21215.0,19949.0,2679.0,18857.0
336247.2910607952,22262.0,17235.0,10747.0,16393.0
349851.8492926689,7043.0,23993.0,19513.0,2795.0
351502.29834795813,2996.0,9631.0,24262.0,24736.0
343209.52443324955,16599.0,20791.0,15762.0,6100.0
338710.0335789936,13496.0,13199.0,14030.0,19848.0
355012.71965305554,14561.0,19132.0,19581.0,25131.0
320042.26846068655,21837.0,4573.0,9388.0,6956.0
330138.3042277182,14268.0,13771.0,7047.0,18327.0
327293.0608453096,1417.0,9105.0,10941.0,1594.0
348868.0884341929,10773.0,18230.0,16824.0,24888.0
321210.38116361655,19273.0,35.0,10003.0,2469.0
356474.8216380449,4729.0,19856.0,25379.0,19319.0
338442.1328512753,24800.0,2371.0,18819.0,23373.0
317382.3899245621,3478.0,3492.0,2951.0,16397.0
336489.8770856102,11220.0,16923.0,12802.0,5592.0
319387.92680534674,18735.0,6830.0,3794.0,15821.0
339522.5722863148,4564.0,8258.0,17853.0,19904.0
328964.87062976405,10305.0,1679.0,14332.0,21281.0
328942.58083815116,24305.0,3359.0,16478.0,7974.0
327901.54234602186,7169.0,19270.0,2635.0,10010.0
338147.07926078764,23063.0,2178.0,22480.0,16003.0
325459.3432761559,24916.0,10957.0,2244.0,12913.0
330832.0892878311,7119.0,12602.0,4584.0,23508.0
353365.9336784154,130.0,25781.0,21512.0,11985.0
349317.63484156044,23691.0,14956.0,19761.0,14516.0
326186.01453755016,1431.0,13342.0,5791.0,11224.0
329750.20969279966,18892.0,24103.0,1845.0,9190.0
355356.88900818507,6178.0,19996.0,24241.0,20372.0
340433.9374151468,24081.0,3990.0,23546.0,18280.0
328762.0035742735,11423.0,22846.0,2862.0,3575.0
338695.4615338106,10145.0,23952.0,7432.0,22580.0
323604.06040371687,7960.0,6299.0,11742.0,4360.0
322434.03804904915,17834.0,3440.0,13211.0,8183.0
326960.8091727731,22153.0,17196.0,1309.0,2344.0
323256.1492147502,5118.0,12599.0,1675.0,5237.0
325131.7491747065,7936.0,8461.0,10355.0,5914.0
328528.5251208434,9488.0,998.0,16802.0,4267.0
348097.2863470352,793.0,23533.0,17798.0,5177.0
336379.84801786253,19936.0,25642.0,11750.0,8504.0
335955.15384908434,18055.0,4570.0,17862.0,19026.0
342196.46806542267,2493.0,13341.0,16033.0,17204.0
347130.8200878196,13395.0,14423.0,24773.0,5864.0
336834.16783676634,3472.0,10386.0,12506.0,24075.0
331909.06871339155,20340.0,4548.0,15551.0,10481.0
334638.38205306575,3569.0,11219.0,11415.0,23095.0
328473.2848134996,21833.0,18922.0,4835.0,8041.0
327007.5651112028,7606.0,15937.0,512.0,584.0
339035.27983210364,15159.0,16058.0,11766.0,19084.0
328024.18509622995,14059.0,6171.0,9281.0,23583.0
330802.1849764012,16586.0,16212.0,2577.0,18709.0
352051.0070020729,25237.0,25316.0,22381.0,8574.0
330767.8093468591,15477.0,5689.0,16734.0,4584.0
329423.31214137236,19893.0,20079.0,5237.0,7695.0
332323.71539512405,15277.0,22760.0,1477.0,11714.0
320446.913231343,11758.0,5111.0,8196.0,8178.0
343699.64299499406,21394.0,5470.0,21884.0,22436.0
341369.5865427232,7175.0,99.0,22229.0,17458.0
326823.23234421737,16434.0,15965.0,1412.0,4673.0
328253.93967131444,16622.0,5967.0,11961.0,14162.0
346940.9425342271,7582.0,13546.0,24241.0,2427.0
319470.24770764564,6528.0,3315.0,10181.0,8010.0
321186.53985712945,21258.0,3303.0,11693.0,1270.0
329351.40470835957,7077.0,25304.0,3078.0,7323.0
334589.68518736516,9235.0,3503.0,20916.0,9297.0
328655.8230026151,9593.0,7747.0,14583.0,6408.0
337070.1496311948,1663.0,12868.0,16664.0,5055.0
334193.0611062647,7412.0,25698.0,1698.0,2253.0
324911.30705084745,22209.0,700.0,9610.0,18862.0
319267.27446992334,1386.0,1500.0,7853.0,5786.0
347415.21297092305,14859.0,12872.0,20232.0,17536.0
346547.0354064438,6434.0,13344.0,25014.0,3720.0
343581.0837077319,23382.0,24710.0,10244.0,25368.0
347862.64141171006,14479.0,11645.0,22930.0,18303.0
353735.9822571103,23188.0,17703.0,22928.0,20067.0
348821.98720617674,8657.0,8251.0,24344.0,24047.0
330400.21865893155,725.0,24027.0,3941.0,6715.0
324903.09204702295,13361.0,10334.0,6144.0,13909.0
357237.94353895495,9910.0,22656.0,25721.0,22356.0
344051.46063465445,3483.0,9169.0,23797.0,16626.0
341316.10008365003,8435.0,11904.0,14501.0,24773.0
340731.9292420157,4530.0,9547.0,21636.0,1208.0
338884.07413803996,22211.0,2075.0,24108.0,14011.0
317289.1021483266,14348.0,7052.0,1559.0,7016.0
351612.79304343107,5002.0,18386.0,22193.0,15708.0
331695.1801000425,1838.0,15838.0,8510.0,1099.0
330705.6980676872,12255.0,23315.0,1965.0,10300.0
345787.46394994797,11461.0,11219.0,20485.0,16668.0
331319.47057922697,5061.0,21797.0,5862.0,889.0
331021.8849694895,9680.0,1125.0,10868.0,25149.0
344784.0572190558,25003.0,14867.0,17873.0,14388.0
334943.752049657,661.0,2185.0,20415.0,8269.0
